index	study_id	id	author	year	group	group_id	group_desc	url	country	region	city	time_MAX	time_50	time_MIN	detailed_time	exp_dur	fu_dur	age_base	age_SD	days_ps	days_cat	yrs_ps	stroke_type	nihss_base	mmse_base	mMmse_base	fim_base	brunstrom_base	frenchay_base	fac_base	barthel_base	mBarthel_base	motricity_base	BBS_base	BBT_base	gcs_base	MAS_base	sis_base	rivermead_base	ashworth_base	mAshworth_base	rankin_base	bdi_base	cesd_base	OPS_base	terminal_dropout	outcome_name	fma_outcome	speed_outcome	SCOAR_outcome	p_outcome_stated	itt_analysis	base_n	base_m	base_sd	difference_score	term_n	term_m	term_sd	diff_base	diff_term	fu_n	fu_m	fu_sd	est_corr	term_diff	term_s_diff	fu_diff	fu_s_diff	term_d	fu_d	j_corr_factor	term_g	fu_g	term_Vd	fu_Vd	term_Vg	fu_Vg
400	115	ng2008	ng	2008	exp	256	electromechanical gait training	http://stroke.ahajournals.org/content/39/1/154.short	china		hong kong	50	50	50	1	28	180	66.6	11.3	18.9	<90days	0.051780822	1		>21					<3																0	gait speed		speed	USU	0	1	17	0	0.05	0	17	0.43	0.21	0	0	17	0.66	0.3	0.5	0.43	0.152643375	0.66	0.215058132	2.817023663	3.068937663	0.952380952	2.682879679	2.922797774	0.292224186	0.335834658	0.265055951	0.304611935
401	115	ng2008	ng	2008	exp	257	electromechanical gait training + FES	http://stroke.ahajournals.org/content/39/1/154.short	china		hong kong	50	50	50	1	28	180	62	10	16.1	<90days	0.044109589	1		>21					<3																0	gait speed		speed	USU	0	1	16	0	0	0	16	0.6	0.4	0	0	16	0.69	0.32	0.5	0.6	0.4	0.69	0.32	1.5	2.15625	0.949152542	1.423728814	2.046610169	0.1328125	0.207794189	0.119649526	0.187199821
402	116	nilsson2001	nilsson	2001	ctrl	258	overground walking training	http://www.ncbi.nlm.nih.gov/pubmed/11594641	sweden		gothenburg	47.14	47.14	47.14	1	66	280	56	12.1	17	<90days	0.046575342	1	8						0				23.3												1	fim			lohse	0	0	37	56.1	18	1	36	76.9		1	0	32	81.9		0.5	20.8	18	25.8	18	1.155555556	1.433333333	0.979020979	1.131313131	1.403263403	0.045071738	0.05478979	0.043200453	0.052515032
403	116	nilsson2001	nilsson	2001	exp	259	body-weight supported treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/11594641	sweden		gothenburg	48.57	48.57	48.57	1	68	180	54	12.4	22	<90days	0.060273973	1	9.5						0				23.9												3	fim			lohse	0	0	36	53.7	17.7	1	33	78.8		1	0	28	80.3		0.5	25.1	17.7	26.6	17.7	1.418079096	1.502824859	0.978417266	1.387473072	1.47038979	0.055707616	0.059145591	0.05332892	0.056620095
404	116	nilsson2001	nilsson	2001	ctrl	258	overground walking training	http://www.ncbi.nlm.nih.gov/pubmed/11594641	sweden		gothenburg	47.14	47.14	47.14	1	66	280	56	12.1	17	<90days	0.046575342	1	8						0				23.3												1	10mwt		speed	USU	0	0	37	0.4	0.2	1	34	0.7		0	0	32	0.8	0.4	0.5	0.3	0.2	0.4	0.309066964	1.5	1.294217911	0.979020979	1.468531469	1.267066486	0.057432432	0.049662162	0.055047957	0.047600292
405	116	nilsson2001	nilsson	2001	exp	259	body-weight supported treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/11594641	sweden		gothenburg	48.57	48.57	48.57	1	68	180	54	12.4	22	<90days	0.060273973	1	9.5						0				23.9												3	10mwt		speed	USU	0	0	36	0.4	0.2	1	32	0.8		0	0	28	0.7	0.3	0.5	0.4	0.2	0.3	0.248544148	2	1.207029022	0.978417266	1.956834532	1.180978036	0.083333333	0.048012765	0.079775029	0.045962636
406	116	nilsson2001	nilsson	2001	ctrl	258	overground walking training	http://www.ncbi.nlm.nih.gov/pubmed/11594641	sweden		gothenburg	47.14	47.14	47.14	1	66	280	56	12.1	17	<90days	0.046575342	1	8						0				23.3												1	fma-ue	fma		USU	0	0	37	22.1	22.2	1	34	34.1		0	0	32	39.4	23.8	0.5	12	22.2	17.3	22.95416588	0.540540541	0.753675829	0.979020979	0.529200529	0.737864448	0.03097546	0.034703071	0.029689424	0.033262272
407	116	nilsson2001	nilsson	2001	exp	259	body-weight supported treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/11594641	sweden		gothenburg	48.57	48.57	48.57	1	68	180	54	12.4	22	<90days	0.060273973	1	9.5						0				23.9												3	fma-ue	fma		USU	0	0	36	24.8	22.2	1	32	35.9		0	0	28	37.6	23	0.5	11.1	22.2	12.8	22.55187568	0.5	0.567580284	0.978417266	0.489208633	0.55533035	0.03125	0.032252047	0.029915636	0.030874896
408	117	noh2008	noh	2008	ctrl	260	conventional gait and exercise training	http://cre.sagepub.com/content/22/10-11/966.full.pdf	south korea		seoul	24	24	24	1	56		66		584	>1year	1.6	0																							2	bbs			lohse	1	0	12	42.3	7.3	0	10	44.5	6.7						0.5	2.2	7.036334273		7.3	0.312662803		0.930232558	0.29084912		0.087406585		0.075635768	
409	117	noh2008	noh	2008	exp	261	aquatic exercise therapy	http://cre.sagepub.com/content/22/10-11/966.full.pdf	south korea		seoul	24	24	24	1	56		61.9		1022	>1year	2.8	0																							3	bbs			lohse	1	0	13	43.3	5.2	0	10	50.9	2.8						0.5	7.6	4.337214379		5.2	1.752276769		0.936170213	1.640429316		0.195018226		0.170916834	
410	118	olawale2011	olawale	2011	ctrl	262	conventional physiotherapy	http://www.ncbi.nlm.nih.gov/pubmed/21427155	nigeria		lagos	36	36	36	1	84		57.2	5.9	309	<1year	0.846575342	0																							3	10mwt SSV		speed	lohse	1	0	20	26.39	11.9	0	20	24.65	10.49						0.5	-1.74	11.21717656		11.9	0.155119249		0.96	0.148914479		0.05060155		0.046634388	
411	118	olawale2011	olawale	2011	exp	263	CPT + treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/21427155	nigeria		lagos	51	51	51	1	84		56.8	6.4	306	<1year	0.838356164	0																							2	10mwt SSV		speed	lohse	1	0	20	30.56	10.73	0	20	23.83	11.08						0.5	-6.73	10.90640408		10.73	0.617068646		0.96	0.5923859		0.059519343		0.054853026	
412	118	olawale2011	olawale	2011	exp	264	CPT + overground walking	http://www.ncbi.nlm.nih.gov/pubmed/21427155	nigeria		lagos	51	51	51	1	84		56.8	8.3	321	<1year	0.879452055	0																							2	10mwt SSV		speed	lohse	1	0	20	29.3	10.6	0	20	20.03	8.38						0.5	-9.27	9.554695181		10.6	0.970203635		0.96	0.93139549		0.073532377		0.067767439	
413	118	olawale2011	olawale	2011	ctrl	262	conventional physiotherapy	http://www.ncbi.nlm.nih.gov/pubmed/21427155	nigeria		lagos	36	36	36	1	84		57.2	5.9	309	<1year	0.846575342	0																							3	6minwt			USU	1	0	20	138.85	65.33	0	20	137	63.01						0.5	-1.85	64.18048379		65.33	-0.028824962		0.96	-0.027671963		0.050020772		0.046099143	
414	118	olawale2011	olawale	2011	exp	263	CPT + treadmill training	http://www.ncbi.nlm.nih.gov/pubmed/21427155	nigeria		lagos	51	51	51	1	84		56.8	6.4	306	<1year	0.838356164	0																							2	6minwt			USU	1	0	20	111.43	50.96	0	20	145.32	74.97						0.5	33.89	64.09922971		50.96	0.528711502		0.96	0.507563042		0.056988396		0.052520506	
415	118	olawale2011	olawale	2011	exp	264	CPT + overground walking	http://www.ncbi.nlm.nih.gov/pubmed/21427155	nigeria		lagos	51	51	51	1	84		56.8	8.3	321	<1year	0.879452055	0																							2	6minwt			USU	1	0	20	116.31	49.39	0	20	155.27	66.37						0.5	38.96	58.4993547		49.39	0.665990252		0.96	0.639350642		0.061088575		0.056299231	
416	119	olney2006	olney	2006	exp	265	strength and conditioning training	http://www.ncbi.nlm.nih.gov/pubmed/16410482	canada	ontario	kingston	45	45	45	1	70	365	63.5		1496.5	>1year	4.1	0																							3	6minwt			lohse	1	1	37	0.73	0.36	0	34	0.82	0.38			29	0.78	0.37	0.5	0.09	0.369700231	0.05	0.364408768	0.243440475	0.137208554	0.979020979	0.238333333	0.134330053	0.027827882	0.027281435	0.026672526	0.026148766
417	119	olney2006	olney	2006	exp	266	one week supervised followed by 9 weeks home training	http://www.ncbi.nlm.nih.gov/pubmed/16410482	canada	ontario	kingston	45	45	45	1	70	365	65.8		1241	>1year	3.4	0																							3	6minwt			lohse	1	1	35	0.76	0.34	0	32	0.87	0.37			25	0.91	0.36	0.5	0.11	0.354624395	0.15	0.348415131	0.310187346	0.430520912	0.977777778	0.303294294	0.420953781	0.029945946	0.031219261	0.028629803	0.029847155
418	120	oulette2004	oulette	2004	ctrl	267	stretching and range of motion exercise	http://www.ncbi.nlm.nih.gov/pubmed/15105515	usa	MA	boston					84		66.1	9.6	768	>1year	2.104109589	0		>21																				2.97	1	6minwt			lohse	0	1	21	221	34	0	21	234.8	36.9						0.5	13.8	35.47964205		34	0.388955446		0.962025316	0.374184986		0.051221103		0.047404758	
419	120	oulette2004	oulette	2004	exp	268	progressive resistance training	http://www.ncbi.nlm.nih.gov/pubmed/15105515	usa	MA	boston					84		65.8	11.4	954	>1year	2.61369863	0		>21																				2.95	2	6minwt			lohse	0	1	21	217.1	30.5	0	21	239.1	30.3						0.5	22	30.40016447		30.5	0.723680295		0.962025316	0.696198765		0.060088409		0.055611384	
420	120	oulette2004	oulette	2004	ctrl	267	stretching and range of motion exercise	http://www.ncbi.nlm.nih.gov/pubmed/15105515	usa	MA	boston					84		66.1	9.6	768	>1year	2.104109589	0		>21																				2.97	1	10mwt		speed	USU	0	1	21	0.59	0.08	0	21	0.64	0.09						0.5	0.05	0.085146932		0.08	0.58722022		0.962025316	0.564920718		0.055829228		0.051669544	
421	120	oulette2004	oulette	2004	exp	268	progressive resistance training	http://www.ncbi.nlm.nih.gov/pubmed/15105515	usa	MA	boston					84		65.8	11.4	954	>1year	2.61369863	0		>21																				2.95	2	10mwt		speed	USU	0	1	21	0.65	0.08	0	21	0.64	0.08						0.5	-0.01	0.08		0.08	-0.125		0.962025316	-0.120253165		0.047991071		0.044415387	
422	120	oulette2004	oulette	2004	ctrl	267	stretching and range of motion exercise	http://www.ncbi.nlm.nih.gov/pubmed/15105515	usa	MA	boston					84		66.1	9.6	768	>1year	2.104109589	0		>21																				2.97	1	10mwt-max			USU	0	1	21	0.81	0.11	0	21	0.87	0.12						0.5	0.06	0.115108644		0.11	0.521246691		0.962025316	0.501452513		0.05408805		0.050058096	
423	120	oulette2004	oulette	2004	exp	268	progressive resistance training	http://www.ncbi.nlm.nih.gov/pubmed/15105515	usa	MA	boston					84		65.8	11.4	954	>1year	2.61369863	0		>21																				2.95	2	10mwt-max			USU	0	1	21	0.84	0.1	0	21	0.86	0.11						0.5	0.02	0.10511898		0.1	0.190260598		0.962025316	0.183035512		0.048480931		0.044868748	
424	121	outermans2010	outermans	2010	ctrl	269	low intensity physiotherapy program	http://www.ncbi.nlm.nih.gov/pubmed/20719820	netherlands		utrecht	9	9	9	1	28		56.3	8.6	23.5	<90days	0.064383562	0											53.2												6	10mwt		speed	lohse	0	1	21	1.4	0.5	0	21	1.4	0.4						0.5	0	0.452769257		0.5	0		0.962025316	0		0.047619048		0.044071081	
425	121	outermans2010	outermans	2010	exp	270	time matched high intensity physiotherapy	http://www.ncbi.nlm.nih.gov/pubmed/20719820	netherlands		utrecht	9	9	9	1	28		56.8	8.6	22.5	<90days	0.061643836	0											53												6	10mwt		speed	lohse	0	1	22	1.5	0.5	0	22	1.7	0.5						0.5	0.2	0.5		0.5	0.4		0.963855422	0.385542169		0.049090909		0.045606303	
426	121	outermans2010	outermans	2010	ctrl	269	low intensity physiotherapy program	http://www.ncbi.nlm.nih.gov/pubmed/20719820	netherlands		utrecht	9	9	9	1	28		56.3	8.6	23.5	<90days	0.064383562	0											53.2												6	6minwt			USU		1	21	401	131.5	0	21	422.4	127.9						0.5	21.4	129.7124898		131.5	0.164980258		0.962025316	0.158715185		0.048267107		0.044670855	
427	121	outermans2010	outermans	2010	exp	270	time matched high intensity physiotherapy	http://www.ncbi.nlm.nih.gov/pubmed/20719820	netherlands		utrecht	9	9	9	1	28		56.8	8.6	22.5	<90days	0.061643836	0											53												6	6minwt			USU		1	22	459.8	145.8	0	22	518.7	165.2						0.5	58.9	155.8022465		145.8	0.37804333		0.963855422	0.364379113		0.048702654		0.045245606	
428	122	page2004	page	2004	ctrl	271	no specified physical therapy	http://www.ncbi.nlm.nih.gov/pubmed/14970962	usa	OH	cincinnati	0	0	0	1	70		63.67		1035	>1year	2.835616438	0			>70															<3					0	fma-ue	fma		lohse	1	0	6	32.55	7.1	0	6	29.7	7.1						0.5	-2.85	7.1		7.1	-0.401408451		0.842105263	-0.338028169		0.180094062		0.127712133	
429	122	page2004	page	2004	ctrl	272	CPT	http://www.ncbi.nlm.nih.gov/pubmed/14970962	usa	OH	cincinnati	30	30	30	1	70		60.75		1140	>1year	3.123287671	0			>70															<3					0	fma-ue	fma		lohse	1	0	4	29.55	7.2	0	4	35.5	7.2						0.5	5.95	7.2		7.2	0.826388889		0.727272727	0.601010101		0.335364824		0.177383048	
430	122	page2004	page	2004	exp	273	modified CIMT	http://www.ncbi.nlm.nih.gov/pubmed/14970962	usa	OH	cincinnati	280	155	30	1	70		55		762.8	>1year	2.089863014	0			>70															>3					0	fma-ue	fma		lohse	1	0	7	30.85	7.41	0	7	49.2	7.41						0.5	18.35	7.41		7.41	2.476383266		0.869565217	2.153376753		0.580891006		0.439237055	
431	122	page2004	page	2004	ctrl	271	no specified physical therapy	http://www.ncbi.nlm.nih.gov/pubmed/14970962	usa	OH	cincinnati	0	0	0	1	70		63.67		1035	>1year	2.835616438	0			>70															<3					0	fma-ue			USU	1	0	10	31.7	13.79	0	10	34.5	15.69						0.5	2.8	14.77058225		13.79	0.189565987		0.914285714	0.173317474		0.101796763		0.085093784	
432	122	page2004	page	2004	ctrl	272	CPT	http://www.ncbi.nlm.nih.gov/pubmed/14970962	usa	OH	cincinnati	30	30	30	1	70		60.75		1140	>1year	3.123287671	0			>70															<3					0	fma-ue			USU	1	0	12	37.75	11.565	0	12	42.42	12						0.5	4.67	11.78450731		11.565	0.396283008		0.930232558	0.368635356		0.089876676		0.077773219	
433	122	page2004	page	2004	exp	273	modified CIMT	http://www.ncbi.nlm.nih.gov/pubmed/14970962	usa	OH	cincinnati	280	155	30	1	70		55		762.8	>1year	2.089863014	0			>70															>3					0	fma-ue			USU	1	0	13	40.84	7.41	0	13	48.23	8.06						0.5	7.39	7.74182472		7.41	0.954555323		0.936170213	0.89362626		0.111968303		0.098130663	
434	123	page2005	page	2005	ctrl	274	traditional rehabilitation	http://www.ncbi.nlm.nih.gov/pubmed/15673841	usa	OH	cincinnati	15	15	15	1	70		62.2		4.8	<90days	0.013150685	1			>70															<3					0	fma-ue	fma		lohse	1	0	5	35	6.6	0	5	39.4	6.98						0.5	4.4	6.792657801		6.6	0.647758231		0.8	0.518206585		0.241959073		0.154853806	
435	123	page2005	page	2005	exp	275	modified CIMT	http://www.ncbi.nlm.nih.gov/pubmed/15673841	usa	OH	cincinnati	265	140	15	1	70		58.6		4	<90days	0.010958904	1			>70															<3					0	fma-ue	fma		lohse	1	0	5	33.9	2.13	0	5	52.6	3						0.5	18.7	2.601624493		2.13			0.8			5.366470905		3.434541379	
436	124	page2008	page	2008	ctrl	276	no therapy	http://www.ncbi.nlm.nih.gov/pubmed/18174447	usa	OH	cincinnati	0	0	0	1	70		57.9	8.4	1194	>1year	3.271232877	0			>69															<3					0	arat			lohse	1	0	10	24.3	14.85	0	10	25.2	16.75						0.5	0.9	15.82853436		14.85	0.056859339		0.914285714	0.051985681		0.100161649		0.083726962	
437	124	page2008	page	2008	ctrl	277	standard care	http://www.ncbi.nlm.nih.gov/pubmed/18174447	usa	OH	cincinnati	15	15	15	1	70		57.9	8.4	1194	>1year	3.271232877	0			>69															<3					0	arat			lohse	1	0	12	26.17	9.02	0	12	29.17	10						0.5	3	9.522615187		9.02	0.315039508		0.930232558	0.293060007		0.087468745		0.075689558	
438	124	page2008	page	2008	exp	278	mCIMT	http://www.ncbi.nlm.nih.gov/pubmed/18174447	usa	OH	cincinnati	265	135	15	1	70		57.9	8.4	1194	>1year	3.271232877	0			>69															<3					0	arat			lohse	1	0	13	27.71	7.41	0	13	40.54	8.18						0.5	12.83	7.804501906		7.41	1.643922976		0.936170213	1.538991722		0.180864721		0.158512494	
439	125	pandian2012	pandian	2012	exp	279	brunnstrom based therapy	http://www.ncbi.nlm.nih.gov/pubmed/22703742	india		new delhi	12	12	12	1	28		47.4		1016.1	>1year	2.783835616	1																							0	fma-wh	fma		lohse	0	0	15	14.67	6.1	0	15	18.47	4.38						0.5	3.8	5.310103577		6.1	0.715616926		0.945454545	0.676583276		0.08373692		0.074851117	
440	125	pandian2012	pandian	2012	exp	280	motor relearning programme	http://www.ncbi.nlm.nih.gov/pubmed/22703742	india		new delhi	12	12	12	1	28		51.67		1088	>1year	2.980821918	1																							0	fma-wh	fma		lohse	0	0	15	12.33	3.26	0	15	14.13	3.18						0.5	1.8	3.220248438		3.26	0.558963085		0.945454545	0.528474189		0.077081324		0.068901785	
441	126	pang2005	pang	2005	exp	281	intensive progressive lower extremity training	http://www.ncbi.nlm.nih.gov/pubmed/16181164	canada		vancouver	57	57	57	1	133		65.8	9.1	1898	>1year	5.2	1		27.6																					2	6minwt			lohse	0	1	32	328.1	143.5	0	32	392.7	151.1						0.5	64.6	147.3490075		143.5	0.438414897		0.975609756	0.427721851		0.034253244		0.032602731	
442	126	pang2005	pang	2005	ctrl	282	seated upper extremity program	http://www.ncbi.nlm.nih.gov/pubmed/16181164	canada		vancouver				1	133		64.7	8.4	1861.5	>1year	5.1	1		28.2																					1	6minwt			lohse	0	1	31	304.1	123.8	0	31	342.4	133.4						0.5	38.3	128.6895489		123.8	0.297615465		0.974789916	0.290112555		0.033686693		0.032009614	
443	127	pang2006	pang	2006	exp	283	circuit based upper extremity training	http://www.ncbi.nlm.nih.gov/pubmed/16401430	canada		vancouver	57	57	57	1	133		64.9	8.7	1861.5	>1year	5.1	1		28.1																					3	wmft			lohse	0	0	30	2.9	1.6	0	30	3.1	1.8						0.5	0.2	1.702938637		1.6	0.117444044		0.973913043	0.114380286		0.033563218		0.031834935	
444	127	pang2006	pang	2006	exp	284	circuit based lower extremity training	http://www.ncbi.nlm.nih.gov/pubmed/16401430	canada		vancouver				1	133		66	8.7	1898	>1year	5.2	1		27.7																					2	fma-ue	fma		lohse	0	0	30	51.3	19.2	0	30	52.5	18.5						0.5	1.2	18.85324906		19.2	0.063649507		0.973913043	0.061989085		0.033400854		0.031680931	
445	127	pang2006	pang	2006	exp	283	circuit based upper extremity training	http://www.ncbi.nlm.nih.gov/pubmed/16401430	canada		vancouver	57	57	57	1	133		64.9	8.7	1861.5	>1year	5.1	1		28.1																					3	fma-ue	fma		USU	0	0	30	40.8	19.6	0	30	45.7	19.3						0.5	4.9	19.4505784		19.6	0.251920529		0.973913043	0.245348689		0.034391066		0.032620154	
446	128	park2011	park	2011	ctrl	285	routine physical therapy	http://www.ncbi.nlm.nih.gov/pubmed/21245205	south korea		daejeon	20	20	20	1	28		56.9	7.79	860.1	>1year	2.356438356	1		>25																					1	10mwt		speed	lohse	0	0	13	0.45	0.19	0	12	0.5	0.23						0.5	0.05	0.210082799		0.19	0.238001398		0.936170213	0.22280982		0.079101718		0.069325906	
447	128	park2011	park	2011	exp	286	routine PT + community ambulation training	http://www.ncbi.nlm.nih.gov/pubmed/21245205	south korea		daejeon	32	32	32	1	28		59.4	8.46	843	>1year	2.309589041	1		>25																					1	10mwt		speed	lohse	0	0	14	0.51	0.18	0	13	0.72	0.24						0.5	0.21	0.21094075		0.18	0.995540217		0.941176471	0.936979028		0.106825012		0.094627	
448	128	park2011	park	2011	ctrl	285	routine physical therapy	http://www.ncbi.nlm.nih.gov/pubmed/21245205	south korea		daejeon	20	20	20	1	28		56.9	7.79	860.1	>1year	2.356438356	1		>25																					1	6minwt			USU	0	0	12	151.83	69.95	0	12	175.58	88.75						0.5	23.75	79.90483402		69.95	0.297228576		0.930232558	0.276491698		0.087014368		0.07529637	
449	128	park2011	park	2011	exp	286	routine PT + community ambulation training	http://www.ncbi.nlm.nih.gov/pubmed/21245205	south korea		daejeon	32	32	32	1	28		59.4	8.46	843	>1year	2.309589041	1		>25																					1	6minwt			USU	0	0	13	166.23	58.29	0	13	233.23	77.59						0.5	67	68.62190685		58.29	0.976364591		0.936170213	0.914043447		0.113587993		0.099550183	
450	129	park2013	park	2013	exp	287	overground gait training	https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf	south korea		daejeon	20	20	20	1	28		51.3	11	495	>1year	1.356164384	1		>23					4																0	6minwt			lohse	0	0	10	92.5	19.9	0	10	121	26.1						0.5	28.5	23.20797277		19.9	1.22802626		0.914285714	1.122766866		0.175402425		0.146622109	
451	129	park2013	park	2013	exp	288	treadmill gait training	https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf	south korea		daejeon	20	20	20	1	28		51.9	8.9	702	>1year	1.923287671	1		>23					4.2																0	6minwt			lohse	0	0	10	106.5	14.2	0	10	121	26.1						0.5	14.5	21.01011661		14.2	0.690143718		0.914285714	0.630988542		0.123814918		0.103499164	
452	129	park2013	park	2013	exp	289	overground gait training (less impaired group)	https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf	south korea		daejeon	20	20	20	1	28		55.4	7.2	441	>1year	1.208219178	1		>23					4.8																0	6minwt			lohse	0	0	10	298.7	66.6	0	10	329.7	68.1						0.5	31	67.35417582		66.6	0.460253572		0.914285714	0.420803266		0.110591668		0.092445606	
453	129	park2013	park	2013	exp	290	treadmill gait training (less impaired group)	https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf	south korea		daejeon	20	20	20	1	28		53.4	7.1	582	>1year	1.594520548	1		>23					5																0	6minwt			lohse	0	0	10	301	74.1	0	10	338.2	64.5						0.5	37.2	69.46603487		74.1	0.535513508		0.914285714	0.48961235		0.114338736		0.095577849	
454	129	park2013	park	2013	exp	287	overground gait training	https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf	south korea		daejeon	20	20	20	1	28		51.3	11	495	>1year	1.356164384	1		>23					4																0	10mwt		speed	USU	0	0	10	0.2		0	10	0.3							0.5	0.1						0.914285714						
455	129	park2013	park	2013	exp	288	treadmill gait training	https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf	south korea		daejeon	20	20	20	1	28		51.9	8.9	702	>1year	1.923287671	1		>23					4.2																0	10mwt		speed	USU	0	0	10	0.3		0	10	0.3							0.5	0						0.914285714						
456	129	park2013	park	2013	exp	289	overground gait training (less impaired group)	https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf	south korea		daejeon	20	20	20	1	28		55.4	7.2	441	>1year	1.208219178	1		>23					4.8																0	10mwt		speed	USU	0	0	10	0.8	0.1	0	10	0.9	0.1						0.5	0.1	0.1		0.1	1		0.914285714	0.914285714		0.15		0.125387755	
457	129	park2013	park	2013	exp	290	treadmill gait training (less impaired group)	https://www.jstage.jst.go.jp/article/jpts/25/4/25_2012-353/_pdf	south korea		daejeon	20	20	20	1	28		53.4	7.1	582	>1year	1.594520548	1		>23					5																0	10mwt		speed	USU	0	0	10	0.8	0.1	0	10	0.9	0.1						0.5	0.1	0.1		0.1	1		0.914285714	0.914285714		0.15		0.125387755	
458	130	parker2001	parker	2001	ctrl	291	coventional occupational therapy	http://www.ncbi.nlm.nih.gov/pubmed/11237160	uk		nottingham				1	180	365	72		30	<90days	0.082191781	0																							31	nottingham extended ADL			lohse	0	1	157			0	157	33.1	18.9			157	33.3	19.5	0.5							0.995184591						
459	130	parker2001	parker	2001	exp	292	leisure therapy	http://www.ncbi.nlm.nih.gov/pubmed/11237160	uk		nottingham				1	180	365	72		23	<90days	0.063013699	0																							26	nottingham extended ADL			lohse	0	1	153			0	153	33.3	18.4			153	32.7	17.8	0.5							0.995057661						
460	130	parker2001	parker	2001	exp	293	ADL therapy	http://www.ncbi.nlm.nih.gov/pubmed/11237160	uk		nottingham				1	180	365	71		26	<90days	0.071232877	0																							35	nottingham extended ADL			lohse	0	1	156			0	156	34.7	18.4			156	34.1	19.1	0.5							0.995153473						
461	131	parry1999	parry	1999	ctrl	294	routine physical therapy	http://www.ncbi.nlm.nih.gov/pubmed/10392645	uk		nottingham					35	180			12	<90days	0.032876712	0																								rivermead mobility - arm items			lohse	0	0	57			0	57	1				57	1		0.5							0.986547085						
462	131	parry1999	parry	1999	exp	295	additional physio from a qualified therapist	http://www.ncbi.nlm.nih.gov/pubmed/10392645	uk		nottingham					35	180			12	<90days	0.032876712	0																								rivermead mobility - arm items			lohse	0	0	68			0	68	1				68	1		0.5							0.988764045						
463	131	parry1999	parry	1999	exp	296	additional physio from an assistant therapist	http://www.ncbi.nlm.nih.gov/pubmed/10392645	uk		nottingham					35	180			12	<90days	0.032876712	0																								rivermead mobility - arm items			lohse	0	0	61			0	61	1				61	1		0.5							0.987447699						
464	132	partridge2000	partridge	2000	ctrl	297	conventional PT	http://www.ncbi.nlm.nih.gov/pubmed/11129665	uk		canterbury	15	15	15	1	42	180						0																							4	profiles of recovery			lohse	1	0	60	5.1	4.1	0	56	9.8	4.6			49	10.1	3.3	0.5	4.7	4.348411688	5	3.762219965	1.080854422	1.329002569	0.987234043	1.06705628	1.312036579	0.026402052	0.031385399	0.02573226	0.030589184
465	132	partridge2000	partridge	2000	exp	298	CPT + CPT	http://www.ncbi.nlm.nih.gov/pubmed/11129665	uk		canterbury	30	30	30	1	42	180						0																							2	profiles of recovery			lohse	1	0	54	4.6	4.1	0	52	9.5	4.2			44	9	4.2	0.5	4.9	4.149339614	4.4	4.145089967	1.180910809	1.061496864	0.985781991	1.164120608	1.046404491	0.031431022	0.028951626	0.030543602	0.028134209
466	132	partridge2000	partridge	2000	ctrl	297	conventional PT	http://www.ncbi.nlm.nih.gov/pubmed/11129665	uk		canterbury	15	15	15	1	42	180						0																							4	5mwt			USU	1	0	60			0	22	39.9	29.9	0	0	33	49.4	32.1	0.5		29.9		32.1			0.987234043						
467	132	partridge2000	partridge	2000	exp	298	CPT + CPT	http://www.ncbi.nlm.nih.gov/pubmed/11129665	uk		canterbury	30	30	30	1	42	180						0																							2	5mwt			USU	1	0	54			0	33	49.2	32	0	0	27	35.8	16.5	0.5		32		16.5			0.985781991						
468	133	patten2013	patten	2013	ctrl	299	functional task practice	http://www.jneuroengrehab.com/content/10/1/1	usa	FL	gainesville					28		64.7	9.7	441	>1year	1.208219178	1																	3.9						0	wmft			lohse	1	0	9	2.9	1.1	1	9	3.07							0.5	0.17	1.1		1.1	0.154545455		0.903225806	0.139589443		0.112438017		0.091728829	
469	133	patten2013	patten	2013	exp	300	combined FTP and power training	http://www.jneuroengrehab.com/content/10/1/1	usa	FL	gainesville					28		72.9	11.1	342	<1year	0.936986301	1																	3.4						0	wmft			lohse	1	0	10	3.1	0.8	1	10	3.44							0.5	0.34	0.8		0.8	0.425		0.914285714	0.388571429		0.10903125		0.091141224	
470	133	patten2013	patten	2013	ctrl	299	functional task practice	http://www.jneuroengrehab.com/content/10/1/1	usa	FL	gainesville					28		64.7	9.7	441	>1year	1.208219178	1																	3.9						0	fma-ue	fma		USU	1	0	9	37.3	13.1	1		40.24							0.5	2.94	13.1		13.1	0.224427481		0.903225806	0.202708692		0.113909316		0.09292914	
471	133	patten2013	patten	2013	exp	300	combined FTP and power training	http://www.jneuroengrehab.com/content/10/1/1	usa	FL	gainesville					28		72.9	11.1	342	<1year	0.936986301	1																	3.4						0	fma-ue	fma		USU	1	0	10	43.2	10.6	1		46.09							0.5	2.89	10.6		10.6	0.272641509		0.914285714	0.249272237		0.10371667		0.086698669	
